o:resource_template,o:resource_class,dcterms:title,edm:hasView,edm:isShownBy,bibo:pageStart,content,dcterms:identifier,dcterms:isPartOf,first_hpos,first_vpos,first_width,first_height,last_hpos,last_vpos,last_width,last_height,cv,IIIF_id,language,status,pid
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0127,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0127.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=126&xywh=-1391%2C0%2C10494%2C4670,127,"te mentinem, in gevolge den laesten soo sende aen ue hier benevens
een copye antentique van de pachte van het lant van sudoeur
van oheren, gepasseert voor den notaris de vettere, in dato is mij
1721, om ue daer van te bedienen, hebbe de selve moeten doen
uyt trecken, alsoo geen packtbrieven ue: resggicierende, hebbe
comen vinden onder de pappieren van het sterfuys, oock ben
wel in dachtiijn dat alle de packt brieven van ue landen aen ue
ter hant gestelt sijn, echter wille wel gelooven, datter maer
timpen Copyen sijn, om dat mijn heer lanmoy saliger niet seer
genegen wat, tot den segel, het is ons leedt dat ue vecl
moeyelijck heden res contreert ontrent desen pachter wil hopen
dat ue geen schade en sal leyden, te meer omdat het mij
& brouwerge op uee grondt, door de pachters gestelt is wat
belanght de ress van den notais nerremans d heer van Hessel
heeft mij gisteren door mijn broeder don ter hant stillen de rek
val voors notaris & doen seygen, dat hij de principaelste heeren
van het stadt huyss daer over geconsulteert heeft, & dat hij mij
raede die rek te betalen, tgene echter niet doen sal sonder
ut approbatie ick voele wel, dat bij tattaet daer niets van
soude gescort worden, & om hem te dwingen tot den hedt sal het
ons noch gelt scosten, & souden maer uyt gelacken worden
daerom bidde u positive resolutie te schrijven, ick voor
mijn deel, soude niet geirne depensens indtiles laten geschreden 
tis ons lief te vernemen, dat ue alle wel varende tijdt &oute 
fillekens sijn fissien wil verobligeert van alle sijne goede
genegent heden, & affectien, sij sullen het geluck verwaghten
vn hem met ue & sijne lieve moeder al hier te ontfanghen
tgene ons oock ven eer pplaisir sal don, ons treschen 
is sedert voorgisteren wederom sieck geworden, dogh hopen van
geen quaedt gevolgh sal wesen, middelertijdt versoecke van onte
complimenten al hier te ceecepteren, als mede men rouwn. liefte
pueij heer ue broeder, & fissien, als oock die van onse fillen ens
blijve met presentatie van dienst in alle voorbullende occasien
op rechtelijck
B. hebbe aen den notaris de vetten betaelt ƒ 1:4 voor de 
90
Copp van den versoghten packt brief
dier van hessel pretendeert dat wij de helft betalen in de costen
van de gepasseerde transactie",,75864,,,,,3484,426,1118,163,126,https://museumstichting.resourcespace.com/iiif/image/49632,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mcz97
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0128,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0128.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=127&xywh=-1391%2C0%2C10494%2C4670,128,"d'eugudelijck toe quam dat hem als dan promistelijck soude betal
antwoorde dat men sulx vraeght van onderdige menchen
maer niet van eenen not aris van eernn enfin is met alle
impertinentien wegh gegaen, seggende ick sal mij wel anders
doen betalen, tis gebeurt dat hij mij voorgisteren heeft doen
dagen om op gisteren te compareren op de groote volle, waer toe
den procureair Rallingan hebbe moeten committera, & iustellen,
die dagh versoght heeft om den tijdt te hebben van ue van
alles tenisse te geven, ingesloten de copiye van sijne genomene
conclusie beneffent eenen missiven van dhr ballingans gelieft
nu ul: positeve ordres te geven sonder asien & bogen, oft icke hun 
betalen soude oft in rechte te suttineren dat hij soudde doen den
ledt over de dengneelijckheijdt van sijne rek: op coste vant
gemeyn sterfauys, want al hoe wel ick allen gedaeght
ben, en geloove niet dat ue soude begeiren, dat die costen
alleen soude dragen, uee ant woordt verwaghtende blijve
naer onse gedaene ordrlain complimenten soo aen ick
als mercoue als liefste, mijn heer ue broeder, & fisken
gelijck ont sillekens, die ue goot danck wel vaerende sijn
mede sijn doende, & groete ick  van herten",,75864,,,,,886,2311,1737,216,127,https://museumstichting.resourcespace.com/iiif/image/49633,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m8672
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0129,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0129.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=128&xywh=-1391%2C0%2C10494%2C4670,129,"hebbe niet eerder us: missive beantwoordt om dat ue mij geliefte
te noteren niet noodigh was iets voorders ontrent de lasse te 
comuuiqueren & sohde nom gedileyeert hebben ten waere wij ous
verplight vinden, van ue met roue ue liefste, benevens mijn heer
ue broeder bij desen te wenschen een geluek & saligh nooghteydt
van paeschen, met versoeck van in de aenstaende vbacaute met
mevrouw ust hierste & fissien over te comen, & us alle te bedienen
van ons huys tot u ldgement sijnde de appartemenenten
daer toe ul bereedt gemaeckt gelieft soo goedt te sijn blen ons te
noteren den dagh van ue vertreck om de hoetse aen het water
oft elders te senden & sels in persoon ue alle te comen inhaelen,
as mislive dan te gemoet siende blijve naer vale gedaene
comptimenten, & met present at ie van dienst in alle voorvallen",,75864,,,,,946,1564,2309,243,128,https://museumstichting.resourcespace.com/iiif/image/49634,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m4f4w
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0130,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0130.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=129&xywh=-1391%2C0%2C10494%2C4670,130,"inhoudende hondert stucken tijken twelck vervolgens gelieve te verchaeren
p eerste vertreckende schip op londen te versenden, & te adresseren aen
dhs John tatnall, & aen my het cognossement benevens de rekeninge
van oncosten, cito mogelijck te laeten toecomen
alsoo het niet redelijck is, dat iuk: in debours blijft soo hebbe aen voor
dobbelere belast de bowinss £3:17:5 en benevens het montant van
oncosten op het pack N. 165 nu toegesonden te betalen, gelieft aen
hem eene quitantie te geven van de volle some van hem
ontfanghen te hebben voor mijne rck, twelck afwaghtende 
als mede de oncost rck: & conossement blijve naer minsame groetenisse",,75864,,,,,955,1127,2309,179,129,https://museumstichting.resourcespace.com/iiif/image/49635,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m0p2q
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0132,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0132.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=131&xywh=-1391%2C0%2C10494%2C4670,132,"Causa icors
ene wijsen ther philippe dhamins in sijn leven raedt
pensionans van den monde van waes, die daer aen oock
voldaen hebben op 18 dese nu some ul. oock voor de
tweede & laeste rijse vermanen van niet lange nyt te
stellen, on de betalinge te doen van de voors 5 gemeten
den 18 penuucs voor soo vala de se landen
vercoght sijn, ul noch tijdt gevende aght n vierthven
daghen om de betalinge met gelegenheydt de conmen
den dogh bij faute van voorder de laey moet ul
niet qualijck nimen, dat het gant dagh gemaeckt
sal worden, tot het beomen van mijne herelecke
nehten waer naer sont regisseren  blijve",,75864,,,,,992,1435,1774,193,131,https://museumstichting.resourcespace.com/iiif/image/49637,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mvx18
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0133,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0133.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=132&xywh=-1391%2C0%2C10494%2C4670,133,"noch sconnen verpachten soo het den tijdt soude wesen
twelck aen ul beter besient is als aen mij, gelieft mij
op deten te antwoorden, cito mogelijck, oft wel selfs
over te comen, t gene mij altijt aengenaem sal syn soo
het ul niet soude injonloderen want moete ul: noch
pressen over de affaires van Copperant du my ƒ60:-
gebrockt heeft op vers. waer mede naer hroetenisse blije",,75864,,,,,984,831,2250,237,132,https://museumstichting.resourcespace.com/iiif/image/49638,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mr4z3
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0134,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0134.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=133&xywh=-1391%2C0%2C10494%2C4670,134,"soo moet ue sigh niet verhaesten, om sleght goodt te senden
maer om de salderbeste van ick eyge tabrighe twelck
afwaghtende blijve naer groetenisse",,75864,,,,,964,405,1438,197,133,https://museumstichting.resourcespace.com/iiif/image/49639,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mmgr5
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0135,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0135.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=134&xywh=-1391%2C0%2C10494%2C4670,135,"een comen op dijnsdagh toecomende om te accomoderen
waer op aen ditto ballingan antwoorde, dat partje onse
cotten betaelt, & de resteninge eenighsents vernindert dat
dan wel eenighsints acquiesceren soude, hy antwoorde
dat gaet soo met dat is om elck sijn costen te betalen
waer op repliceerde, dat tulst te schandalens soude sjn,
liever alle de costen allen & het weysdom te hebben, want
soo ballingan wilt seggen soo sonder geseydt sijn, dat het
al te strengh is over dusdanige rek cest te doon
dusdaniga saken, sijn ue beter bekent eels aen mij
wille geirne ue sentiment hier ontrent volge versoecke
ass antwoordt om vervolgens te reguteren
de fellesiens doen met den breysche 
Ps copt thuyten deses, heeft den postillion
den feutel thuysgebroghst, daer is geen gelt in de casse
bevonden soo datte alleerelijc 65 st: tiever dispositie",,75864,,,,,973,1828,2262,204,134,https://museumstichting.resourcespace.com/iiif/image/49640,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mgqp0
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0136,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0136.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=135&xywh=-1391%2C0%2C10494%2C4670,136,"niet te misn blijve ue ten hooghtten verplicht over ul: goede informatie
& de genomene moeyte, wij sullen soo verhope, malck andesen ue de 
vacantie van cerremisse daer over noch voorder spreken
Ick twijfele niet oft uk is geinformeert dat sijne Map. alle onse pasenten
van nmobilitatien, & chevalerie ut heeft ingetrooken qu il verclaert
tgene veele gesurprenneert heeft sick pretendere eenen goeden onder daen
te sijn van sijne Mas: & wille geirne alles ieder leggen, hij heeft het 
mij gegeven hij heeft het weder genomen soo dat buyten alle dignitijten 
ben gestelt daerom versoecke, als ue mij d'eere aendoedt van te
schrijven van op ue: brief simpelijck te stellen daniel georde molijn
mijn liefste versoecket hier haeve complimenten 
Pienen Mons. Toya agent au Lonseil supreme de flandre Ady 18 xbre 1724
comme il at pleu a la May nre famile honorer de Roblesse comme le sue de quatre
generations Noble, & a moy de chevalerie, p displome du 19 gber 1721, passe p la 
chancelerie de l'eipire, ayant la ditte patente este interine, & Enregettre p la 
fhambre des finances, la chambre de comte, & ples heros d'atries a la chambre
keraldique e bruxelles ce qui m'at coutte biern de largent ayant jouie depuis
jusqua present de toutes ces graces sans aucune contradiction, on viend de 
publier, que sa stay. declare les displomes qui n'ont pas este depeschees p le 
senal regulier, aux sujects & juhabitans des pays. bas austrichiennes, nil et
te, & on m'informe, qu'il falloit avoir demande les graces p le consiil
supieme, pour lles affaires des pays:bas, dont j'ay este ignorant en faisant
presenter ma requette ceux de bruxelles ont tres mal fait de faire
l'enregistratare, & nous reconnoitre pour tels que la Ma.  le veut & de faire
payer la taxe, enfin, il faut avoir patience, puis que la clay le veut
ainsy, & ie me soumet entierement a sa vosonte esperant que nous obtiendrons
quelques grace de nouveau, p le canal du conseil supreme, pour les affaires
des paysebas, & comme le dit conseil ne veut accorder la chevalerie hcreditaire
nous nous en passerons d'autant plus, que nos plus beaux jours sont passe
& qu'il ny at q'un granson, dans toute la famile, qui porte le nom de melijn,
& puis que nous sommes reputces pour nobles, & que nous souhaitrions la 
continuation, de prend la liberte de vous envoyet cy joint une copie acutentique
de la patente, qui est tres ample je m'advesse a vre chere personne  la 
recomandation de mons Knyff, qui est mor cousin, espetant que vous voudriez
bien servir somme vous avez eu la bonte, de faire pour luy, & nous faissons
la Mesme demande scavoir la noblesse avec annoblissement de nouve au
En toms que de besoing aux arnes & blason de pa preditte patente,
qui est tres comple pour nous, nos enfans males & femelles nee et a naitre
de seal mariage, pour pouvoir contienver a porter la couronne dor
& deux tenans avec banderolles, & comme le limier estoit une deste & col
dusne, nous souhaitrions a la prace deux vols, tout en la forme quils
vont icy depentes, & comme la patente serve pour attertation, de nos armes 
vous trouveray cependant une attestation p l. heros d'arnes pour le blason
du bandorelle sinistre, qui sont nos armes maternelles de bouwens ne
doutant point, que cela suffira car nous ne scaurons produiere d'autres
puis que la famile eslasculine est etainte, & que personne ne sen at
servie vous trouveraij aussij icy le project de notre requeste, que ie vous
prie de presenter comme il y est ou de le changer, cellon bon vous
semblera, cependant il vous plaira demander les armes, comme elles sont
depeutes
la resolution du conseil supreme de nander la moitie eu taxe des mercedes
obtenue p autre chanceerie ferra revenir presque tous ceux qui en
sont pourvue ceux de traxelles ont fait la mesme chose, pour aunner
un chacequn, cependant il ne laisse pas d'estre sensible d'avoir perdue 
son argent
Mons: Knijff ma fait voire ce quil en faudra payer & comme deux
freres ne pagent fun taxe & demie, il montera pour nous deux freres
celon mon caleule comme en suite, il ne faut quue patente, les deux
freres egaux en mercedes par xemple 
pour la taxe de noblesse, avec annoblissement de nouveau en temt que 
de besoing la taxe entiere ƒ789:- peur la moitie porte ƒ394:30
pour la couronne sur l'heanne au lieu du bourlet la taxes
ectiere ƒ100:- la moitie sans patente particu liere ... „ 50:
pour tenans avec banderolles, sans patente parti: ƒ150 ce qui
faudrre estre entiere, puis que c'est re grace nouvelle
„150:-
„ 24:-
pour les droits d'agent
en Seulle argaerd akmagnen ƒ613:80
pour ½ pour l'autre frere de noblesse avec annoblissement de 
„ 192:15
nouveau en toms que de besoinh.
pour la couronne dos au lieu du bouolet ƒ100:- qui faudra 
entiere, puis quil n'este point comprce dans la chevalerie la 
„ 30:
denie taxe
pour tenans avec bandorelles de la somme entiere, la moitie „ 25:
pour le droit d'agent 
 „ 12:
En semble pour les deux frores ƒ952:45
ce cy ettent luttement calcule selon le tarit de droit pour les annoblissement &e 
envoyez de vienne ainsy ie ne doute pas mons: que vous obtiendray le tout pour
la somme cy dessus ne croiant quil faudra payer quelque hose pour le 
changement du cernier ne touchant tien d'augmentations ou changement
d'armes. ie vous prie mons. d'examiner le tout & de vous intornner 
sion voudroit expedier la patente, sur le pied demande p la requeste,",,75864,,,,,3485,4199,2367,213,135,https://museumstichting.resourcespace.com/iiif/image/49641,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mbzkt
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0137,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0137.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=136&xywh=-1391%2C0%2C10494%2C4670,137,"& de m'en donner avis afin que ie puisse vous remettre la somme
& nous y ajouterons quesque chose de plus tant pour vre bon service
que pour le port des lettres, copie de la requette, aussij ƒ8:- qui faut
donner au bureau de la potte, pour franchir le pacque de la patente
& un florin pour le valet de la chancelerie, me fiant entierement
sur vre personne, & que vous tacherary de nous vendre ce service & en
attendant l'honneur de vre responce au pluttoit possible ie suis
tres sincerement.
P.S. ie suis informe que le conseil supreme accorde la concession de la 
d dato de son premier diplome depesche e la chancelerie de l'empiere
ce quil vous plaira observer, & davoir soing, qui soit iuserre dans
la patente ces sauses, suppliant pour leffect de tout ce que dit
est u tout desfaut qu'il y pourroit avor
city que j'auvay receu vre notice de la juste somme mon frere TM: melij
donnera dodre a mess. palins & freres son correspondant, pour la payer entre demis 
ie vous prie de travallier pour la depesche, le conseil supreme, devois ordonner
aux herautted armes de faire l'euregistrature a demne droit car ils sont quelque
fois, si exhorbitant, quils pretendent une telle somme sans le quel, ils refusent 
faire l'en registrature ainsy ils fontt des taxt a leurfautasce, on ma dit, que 
c'est la chambee de compte pie de la resquesse quil mettera a la denne fu
a la quelle j'ay payez la desniere fois, ƒ255, pour l'enregistrature
et sempeneur doy
kemontre En tout huinclite daniel gerard lelijn seig: de swijndrecht 
au pays de waes en flandre, et Jean michel cmelijie, ancien eschevir
de la ville d'anvers, freres, & fils legitines de fen Jean michel illely
et d'la belle Bouwens fille dee feu serard bouwens pectiss et 
inhabitans de la ville d'anvers, une de tros hefs villes de son
duche de brabant, quil a pleut a vre sacre Muy. honnorer
la famile de melijn de noblesse, comme lils seroient issues de 
quatre generations Nobles tant paternels que materneles et au
predit daniel gerard Melijn de celuy de chevalier hereditaire
par displonme du 19 gbre 172, depesche per la chancelerie de 
d'empire, comme il appert par la copie autentique cy joint
et comme les remonttrants sont apris, quil a pleut a vre aug:
Mas de sevocquer tous les diploines, de graces & merce des
obeenmees & depeschees par autre canal, que celuy, qui se trouve
establie les vres personne koyale, pour la direction des
affaires des pays: bas les remonstrants viennent de rechetf 
comme bidils & obeissants suyects, smp lover vostre saere illayt
14
imperiale et fatholiqne pour obtenir de nouveau quelque grace
de la bien veillance a les causes, ils prement leurs recours avec
un tres profond respect au piedssacrees de Vottre tres auguste
Maiette
la suppliant tres hunblement que son bon plaisir soit d'accorder
par faveur aux remonttrants lettres paterites de confirmation de 
Roblese, avec annoblissement de Nouvean pour autant que de 
besoing pour eux ett leurs descendants Malis et fancles wees et a 
faire de seal mariage au port d'armes, quil at pleut a vostre
jaere May. leur accorder par le predit diplome qui sont de 
qiueule a trois pass de vair l'escu surmonte d'un heaune d'argent 
wille & lisere dor avec une couronne dor au lieu du bourlet aux
rambrequins, de queule er d'argent, et pour cemiler deux vols l'un
d'argent, & l'autre de queule, au lieu, dune reste et cols d'asne
& partgrace spetiale, pour suppont ou tenants deux Lilles
asiatdques, habillees d'asur et en borde et orne dor coisfees d'un
bonet de queule et one dos, aux quelles bonnets perdent un voil
blanc Paye de sucule, hetrosse sur leurs bras tehants du ne maing
l'escu, et de l'autre chacque une banderolle, celle a desxtre de 
l'eseu, a sinittre d'or au sautoir de quenle, a la face de sinople 
en la forme, et ainsij qu'icelles artroivies, vous icy jointes
depentes, suppleant a tbutt de fauts et de sur ce faire expedier
diplone, E faisant  
p ptificatie
de Waping geschildert 
met 2 tenans heln & croone
be sousigne charels van den hecke ISc. Roy et herault d'armes 
ordinaire de a lay. imp. et satholigue en ced pays bas, sertifieet de clare
avoir vue et sue la patente originele accorde p vre sacre May depesche par la 
chancelene de lempire en date 19 gbre 1721, en faveur de la famile de Melij 
comme pue de quatre generations nobles taut paternels que materneles
le daniel gerard esselijn celle de chevalerie hcreditaire, a qui la maje
a pleu conferer de porter, pour armordes un escu de quaule a trois
pals de vair, comme elles vont icy dessus depentes, dans l'eseu, et la",,75864,,,,,3475,4259,2379,190,136,https://museumstichting.resourcespace.com/iiif/image/49642,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m76hn
